phoneNumber,label,name,avatar,isSubscribed,count,url
95357,证券保险,东方财富,https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/证券保险/东方财富.png,true,,
95548,证券保险,中信证券,https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/证券保险/中信证券.png,true,,
95585,证券保险,中华保险,https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/证券保险/中华保险.png,true,,
95591,证券保险,中国人保,https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/证券保险/中国人保.png,true,,
95518,证券保险,中国人保,https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/证券保险/中国人保.png,true,,
4008895518,证券保险,中国人保,https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/证券保险/中国人保.png,true,,
95519,证券保险,中国人寿,https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/证券保险/中国人寿.png,true,,
95589,证券保险,中国太平,https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/证券保险/中国太平.png,true,,
95511,证券保险,中国平安,https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/证券保险/中国平安.png,true,,
010,证券保险,中金公司,https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/证券保险/中金公司.png,true,,
4006501656,证券保险,中金公司,https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/证券保险/中金公司.png,true,,
64051516,证券保险,中金公司,https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/证券保险/中金公司.png,true,,
010,证券保险,中金公司,https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/证券保险/中金公司.png,true,,
952555,证券保险,同花顺,https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/证券保险/同花顺.png,true,,
10100571,证券保险,同花顺,https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/证券保险/同花顺.png,true,,
95536,证券保险,国信证券,https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/证券保险/国信证券.png,true,,
95500,证券保险,太平洋保险,https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/证券保险/太平洋保险.png,true,,
95550,证券保险,安盛保险,https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/证券保险/安盛保险.png,true,,
400,证券保险,富途证券,https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/证券保险/富途证券.png,true,,
95551,证券保险,银河证券,https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/证券保险/银河证券.png,true,,
400,证券保险,银河证券,https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/证券保险/银河证券.png,true,,
010,证券保险,雪球,https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/证券保险/雪球.png,true,,
400,证券保险,雪盈证券,https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/证券保险/雪盈证券.png,true,,
